industry,category,subcategory_1,subcategory_2,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Window & Exterior Cleaning,Bird Proofing,,,Solar Panel Bird Proofing,"Birds love nesting under solar panels, but the droppings and debris they leave behind can damage wiring, lower energy output, create fire risks, and spread harmful bacteria. We’ll install a protective barrier to keep them out for good.

What we do:
• Inspect panels and roof edges for nesting or droppings
• Clean out debris around the perimeter
• Install protective mesh around your solar array
• Secure everything without drilling into or damaging the panels

Why it’s worth it:
• Stops birds from nesting under your panels
• Protects wiring, shingles, and panels from costly damage
• Prevents fire hazards caused by dry nesting material near wiring
• Helps your system produce at its full potential
• Reduces health risks from bird waste buildup

What’s not included:
• Full solar panel cleaning (available separately or bundled)
• Cleaning up bird droppings outside of the solar panel area (available separately as bird waste cleaning)
• Repairs to damaged wiring or roofing materials

Just so you know:
Pricing depends on system size, layout, and roof access.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_45ef1f6c75ca48698929b06cca134cef",40.00,0.00,FALSE,Each,,FALSE
Window & Exterior Cleaning,Custom Services,,,Tree Trimming Removal,"We’ll remove and dispose of tree trimmings so your yard is clear and ready to use again.

What we do:
• Collect and haul away branches, sticks, and leaf debris
• Light rake or blow-off of the work area
• Dispose of everything properly

Why it’s worth it:
• Keeps your yard clean and safe after trimming
• Avoids hazards from leftover debris
• Bundles easily with trimming service for a complete job

What’s not included:
• Tree trimming itself (available separately)
• Stump grinding or large trunk removal
• Clearing storm-damaged or fallen whole trees

Just so you know:
Pricing depends on the amount of debris and disposal fees.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_1065a0102a394207bb1cbd077aa8e729",300.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Hanger Repair,"We’ll reinforce your existing gutter hangers so your system stays tight and drains properly.

What we do:
• Refasten loose hangers with proper screws
• Replace old gutter nails with durable screws

Why it’s worth it:
• Stops gutters from sagging or pulling away
• Keeps water flowing where it should
• Extends the life of your current hangers without full replacement

What’s not included:
• Installing new hangers (available separately)
• Repairing or replacing damaged fascia

Just so you know:
We’ll let you know if any hangers are too worn to be reused.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_1534a3cfcf4545239b64b347c9b7c96a",10.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Soft Washing,,,Low Pressure House Wash (Single Story),"Dirt, algae, mildew, and cobwebs build up on siding over time, making your home look dull and worn. We use a cleaning solution with sodium hypochlorite (the active ingredient in bleach), but only at the strength needed to clean effectively without damaging siding, paint, or other surfaces.

What we do:
• Apply a sodium hypochlorite-based cleaning solution at the proper strength for your home
• Rinse thoroughly with low-pressure water (safe for siding and paint)
• Brush or rinse away cobwebs around siding, trim, and eaves
• Protect keyholes, outlets, and other sensitive areas to avoid damage
• Take special care around plants and landscaping — let us know if you have delicate plants so we can cover, rinse, or move them if needed

Why it’s worth it:
• Restores your home’s curb appeal quickly
• Removes algae, mildew, grime, and cobwebs that make siding look neglected
• Cleans effectively while protecting siding, paint, and surroundings
• Helps extend the life of your siding by keeping it maintained

What’s not included:
• Roof washing, gutter cleaning, or window cleaning (available separately)
• Paint or stain removal
• Cleaning of delicate surfaces not safe for washing
• Oxidation Removal

Just so you know:
Please make sure all windows are closed before your house wash. If window seals are not in good condition, cleaning solution may get inside or between panes.
Pricing depends on square footage, siding type, and level of buildup.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ed483ec690f74daf827546a30bf5a767",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Soft Washing,,,Low Pressure House Wash (Two Story),"Dirt, algae, mildew, and cobwebs build up on siding over time, making your home look dull and worn. We use a cleaning solution with sodium hypochlorite (the active ingredient in bleach), but only at the strength needed to clean effectively without damaging siding, paint, or other surfaces.

What we do:
• Apply a sodium hypochlorite-based cleaning solution at the proper strength for your home
• Rinse thoroughly with low-pressure water (safe for siding and paint)
• Brush or rinse away cobwebs around siding, trim, and eaves
• Protect keyholes, outlets, and other sensitive areas to avoid damage
• Take special care around plants and landscaping — let us know if you have delicate plants so we can cover, rinse, or move them if needed

Why it’s worth it:
• Restores your home’s curb appeal quickly
• Removes algae, mildew, grime, and cobwebs that make siding look neglected
• Cleans effectively while protecting siding, paint, and surroundings
• Helps extend the life of your siding by keeping it maintained

What’s not included:
• Roof washing, gutter cleaning, or window cleaning (available separately)
• Paint or stain removal
• Cleaning of delicate surfaces not safe for washing
• Oxidation Removal

Just so you know:
Please make sure all windows are closed before your house wash. If window seals are not in good condition, cleaning solution may get inside or between panes.
Pricing depends on square footage, siding type, and level of buildup.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_7b52026f4c4f4e81837c4d6e24ed8e6c",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Downspout Extension Installation,"We’ll attach a flexible downspout extension to the bottom of your gutter downspout to help carry water further away from your home.

What we do:
• Connect extension securely to existing downspout
• Adjust length and direction as needed
• Make sure water flows away from the house

Why it’s worth it:
• Helps prevent water from pooling near the foundation
• Reduces risk of erosion and damage around your home
• Quick, affordable fix with immediate results

What’s not included:
• Gutter or downspout cleaning
• Underground drainage work

Just so you know:
Extensions are flexible and can be adjusted later if needed.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_1abbefbc74b3474f86bfb9662b142e52",10.00,0.00,FALSE,Each,,FALSE
Window & Exterior Cleaning,Custom Services,,,Parental Exploitation ,"Not enough work for too much pay.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_a260f84b37e342c3a3d50258b6bc5e7e",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Second Story Exterior Window Film Application (Customer Supplied),"We’ll install your exterior-rated reflective film on a second-story window from the outside with a trim gap and a proper silicone edge seal.

What we do:
• Prep and clean the exterior glass to film-ready condition
• Wet-apply your film, align, and precision-trim (1–2 mm perimeter gap)
• Hard-squeegee and detail edges; leave written cure/aftercare
• Return in 24–72 hours to apply a neutral-cure silicone edge seal once the perimeter is dry

Why it’s worth it:
• Cuts glare and solar heat before it reaches the glass
• Daytime privacy with a uniform mirror look from outside
• UV reduction to help minimize interior fading

What’s not included:
• Interior window cleaning
• Removal of old film/adhesive, hard-water stain removal, or scratch repair
• Interior-only/“flip” installs of exterior-rated film
• Textured/wired/specialty-coated glass, skylights, or panes needing special rigging beyond ladder/roof access

Just so you know:
• Curing look: New film can appear hazy/bubbly while moisture evaporates—expect 1–3 weeks depending on weather. No cleaning for 30 days.
• Privacy: Reflective films provide daytime privacy only; at night (lights on) privacy reverses.
• Keep it dry: After we seal, keep water off the seal for 24 hours; avoid washing/sprinklers for 72 hours. Full cure is typically 24–48 hours.
• Do not open the window for at least 24 hours after the edge seal is applied.
• Sprinklers: If wind can blow sprinkler mist to this window, turn them off for 72 hours after sealing.
• Thermal stress: Dark/reflective films raise glass temperature; on some dual-pane/low-E units with shade lines or edge chips, crack risk increases.
• Weather: Exterior installs require calm, dry conditions; wind or rain may require rescheduling.
• Warranty: Customer-supplied material = labor-only workmanship warranty (no warranty on the film, glass, or seals).

Prep before we arrive:
• Confirm the film is exterior-rated and not creased
• Clear ground area below the window; move vehicles/outdoor items; secure pets/kids

Aftercare basics:
• Don’t touch film edges; let midday sun help curing
• First clean after 30 days with a soft cloth and a non-ammonia cleaner (optional)

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_d48a69b9b4f546db8951bf6b99382806",200.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Cleaning,,,Gutter Ball Installation (Customer Purchased),"We’ll install the wire “gutter balls” you purchased into your downspout outlets to help keep big debris out.

What we do:
• Clear the outlet area and seat each strainer in the downspout opening
• Trim/adjust as needed for a snug fit
• Quick flow check to make sure water can pass

Why it’s worth it:
• Helps stop large leaves/pinecones from entering downspouts
• Simple, no-cost add-on when you supply the parts

What’s not included:
• Full gutter cleaning or repairs
• Supplying the strainers
• Removal of guards or major adjustments to your system

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_99f56290374a48de85adc81695067fb8",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Repairs,,,Roof Leak Diagnosis – $50/hour,"We’ll track down the source of a roof leak with a focused inspection and targeted water testing so you know what’s going on and how to fix it.

What we do:
• Inspect roof surfaces, tiles/shingles, flashing, penetrations, and valleys
• Check inside (attic/ceiling areas) if safely accessible
• Controlled hose testing to replicate the leak when appropriate
• Document findings with notes/photos and recommend repairs

Why it’s worth it:
• Pinpoints the actual entry point (not just the stain you see inside)
• Helps you avoid repeat leaks and guesswork repairs
• Gives you a clear plan and estimate for the fix

What’s not included:
• Permanent repairs or materials
• Interior remediation (drywall/paint/flooring)
• Opening walls/ceilings or any destructive testing

Just so you know:
Rate is $50/hour with a 1-hour minimum. Weather and roof safety may limit testing on the day of service. If water testing is used, minor dripping can occur by design to confirm the source.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ba8eab67eadc4305b816488fdbb287a6",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Bird Proofing,,,Plastic Bird Spike Installation,"We’ll install plastic bird spikes on your roofline, gutters, and ledges to prevent birds from roosting and nesting in unwanted areas.

What we do:
• Install plastic bird spikes along key roosting spots (roofline, gutters, ledges)
• Secure the spikes with adhesive or screws, ensuring they’re firmly in place
• Clean the surface and remove any existing debris before installation
• Use a safe, non-toxic adhesive and apply as needed

Why it’s worth it:
• Affordable option compared to metal spikes
• Quick and easy installation with minimal disruption
• Helps prevent bird nesting and roosting in problem areas
• Low-maintenance once installed

What’s not included:
• Full roof cleaning or repairs
• Additional birdproofing measures (e.g., netting or solar panel mesh)

Just so you know:
Plastic bird spikes are cheaper, but they don’t last as long as metal ones and may become yellowish or brittle within 1–2 years depending on weather exposure. Annual maintenance can extend their life.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_46456bdcb58e401fbd3d7298d6643e85",16.00,2.40,FALSE,,,TRUE
Window & Exterior Cleaning,Bird Proofing,,,Metal Bird Spike Installation,"We’ll install high-quality metal bird spikes to protect your roofline, gutters, and ledges from unwanted bird activity, providing long-lasting and effective deterrence.

What we do:
• Install metal bird spikes along key roosting spots (roofline, gutters, ledges)
• Secure the spikes with screws or appropriate fasteners
• Clean the surface and remove any existing debris before installation
• Use weather-resistant materials for maximum durability

Why it’s worth it:
• Long-lasting and durable, even in harsh weather conditions
• Effective at preventing bird nesting without needing frequent maintenance
• Provides a permanent solution for bird control
• Sleek, professional look that won’t detract from your home’s appearance

What’s not included:
• Full roof cleaning or repairs
• Additional birdproofing measures (e.g., netting or solar panel mesh)

Just so you know:
Metal spikes are more expensive but last longer than plastic alternatives. They are ideal for high-impact areas and will stand up to the elements without becoming discolored or brittle.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_50532df335e44a259809df939bc67a62",20.00,3.80,FALSE,,,TRUE
Window & Exterior Cleaning,Repairs,,,Seal Leaky Roof Vent,"A small leak around a roof vent can turn into ceiling stains and drywall damage. We’ll seal the vent so water sheds the way it should.

What we do:
• Inspect the vent boot, flashing, and shingles around the leaking vent
• Clean the area so sealant can bond properly
• Reseal exposed nail heads, gaps, and cracked sealant at the vent
• Apply roof-grade sealant or flashing tape where appropriate
• Take photos before/after on request so you can see what was done

Why it’s worth it:
• Helps stop active drips and ceiling stains from getting worse
• Buys time before larger, more expensive roof work is needed
• Keeps wind-driven rain from sneaking in around the vent
• Gives you a simple, documented fix you can share with a roofer or insurance if needed

What’s not included:
• Full roof inspection or full-roof leak tracing
• Replacement of the vent, boot, or surrounding shingles
• Repairs to interior damage (paint, drywall, insulation, framing)
• Work on other roof penetrations (chimneys, skylights, pipes) unless added to the job
• Long-term “no leak anywhere on the roof” guarantee—this targets the vent only

Just so you know:
Pricing is typically per vent, with additional time billed at our hourly diagnostic rate if the leak source is more complex than a simple vent seal

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_f41cc1a332d344d1b5cfdaa5d1317868",80.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Leaf Raking,"Tired of staring at leaf piles? We’ll rake them up, load your cans, and leave everything ready for your green waste pickup.

What we do:
• Rake leaves from lawn, hardscape, and open planting beds
• Pile and load leaves into your yard waste cans (or paper yard bags if provided)
• Light blow-off of walkways and driveway after raking
• Consolidate extra leaf piles neatly if cans fill up
• Do a quick visual walk-through of the work area before we wrap up  ￼

Why it’s worth it:
• Keeps leaves from smothering your lawn and plants
• Reduces slip hazards on wet patios, steps, and walkways
• Saves you a weekend of raking and lifting heavy cans
• Leaves are ready for your regular trash/green waste service

What’s not included:
• Hauling leaves or debris offsite
• Gutter cleaning or roof debris removal
• Detailed garden bed weeding or pruning
• Mowing, edging, or other lawn care services
• Disposal fees or extra cans/bags (we use what you provide)

Just so you know:
Pricing is based on yard size, access, and how much debris we’re dealing with, charged per visit. Please have your empty yard waste cans or bags ready and accessible when we arrive.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_b8d26d1e306144b4bc60a63e53af017b",100.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Drip Edge Replacement – Standard Section,"If you’ve got a smaller problem area, we can install drip edge on that short run so water sheds into the gutter instead of behind it.

What we do:
• Prep the problem area and remove/loosen fasteners as needed
• Install new drip edge on a standard section (up to about 10')
• Secure with standard materials and hardware
• Clean up jobsite debris

Why it’s worth it:
• Reduces water getting behind the gutter at the problem spot
• Helps keep runoff going into the gutter at that section
• Prevents small issues from spreading into a larger section

What’s not included:
• Any gutter leveling, reshaping, or re-hanging
• Full gutter cleaning or downspout flushing
• Fascia/roof deck repairs or repainting
• Replacing gutters or downspouts

Just so you know:
Priced per standard section. Best-match materials are used, but exact color/finish matches can vary by manufacturer and age.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_1b1d4e8b26814404b58a8b5c898e0d2f",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Drip Edge Replacement – Standard Section,"Water can slip behind the gutter when the drip edge is missing or the gutter has sagged. We re-level that stretch and install new drip edge so runoff sheds where it should.

What we do:
• Remove existing fasteners as needed in the work area
• Re-level the gutter along the affected long run (about 10')
• Install new drip edge and secure with appropriate hardware
• Reseat/secure gutter attachment points in that section
• Clean up jobsite debris

Why it’s worth it:
• Helps reduce overflow behind the gutter at that section
• Improves drainage and reduces standing water in a sag
• Helps protect fascia edges from repeated wetting

What’s not included:
• Full gutter cleaning or downspout clearing
• Replacing gutter sections, downspouts, or hangers outside the work area
• Wood rot repair, fascia replacement, or painting fascia/trim
• Roofing repairs beyond the drip edge line

Just so you know:
Priced per large section. If we uncover hidden damage behind the gutter/drip edge, we’ll flag it before doing anything beyond this scope.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_3d6a5cd3cbc642fb9425306ac77d18e7",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Downspout Outlet Repair – Rivet,"If a screw is blocking the downspout outlet, it can catch debris and slow drainage. We remove the obstruction and replace it with a rivet so water can flow through more freely.

What we do:
• Remove the screw or obstruction at the downspout outlet
• Clear the outlet opening at the connection point
• Install a rivet to secure the outlet without blocking flow
• Quick flow check at the outlet area

Why it’s worth it:
• Reduces snag points that can trap leaves and grit
• Helps improve drainage speed at the outlet
• Lowers the chance of repeat clogs at that connection

What’s not included:
• Full downspout snaking or clearing beyond the outlet area
• Replacing the outlet, downspout, or gutter section
• Gutter cleaning or roof debris removal
• Leak sealing outside the outlet connection

Just so you know:
Priced per outlet. If the outlet or downspout is crushed, split, or heavily corroded, replacement is a separate service item.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_fd304b861862496eb52f23d196a5ce29",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Wire Removal from Gutter/Roof,"Loose leftover wiring can end up sitting in the gutter line or sticking out along the roof edge. We access the roofline and remove the abandoned wire so it’s out of the way.

What we do:
• Set up ladder access to reach the gutter/roof edge area
• Cut and remove abandoned exterior wire (ex: old satellite/low-voltage line)
• Pull wire out of the gutter line and remove loose clips/straps when possible
• Bag/dispose of removed material and clean up

Why it’s worth it:
• Keeps wire from catching debris in the gutter line
• Reduces the chance of the wire rubbing or snagging in wind
• Cleans up the roof edge and gutter area

What’s not included:
• Electrical work, testing, or reconnecting services
• Tracing where the wire came from or what it powered
• Removing active utility/provider lines
• Repairs to roofing, fascia, or gutter components

Just so you know:
Priced per removal item. We remove what’s accessible and clearly abandoned; anything tied into active equipment is excluded.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_4b8d73e4cbc1408ea1f2e3fcacdf6fc2",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Downspout End Trim & Safety Cap,"If a downspout end gets bent inward, it can catch debris and slow drainage. We trim off the bent section, then cover the sharp cut edge with a plastic connector/cap.

What we do:
• Cut off the bent-in/downspout end section to reopen the outlet
• Deburr and smooth the cut edge as much as possible
• Install a plastic connector/cap to cover the sharp edge
• Clean up metal shavings and debris

Why it’s worth it:
• Helps debris and water exit the downspout more freely
• Removes the sharp-edge contact risk at the cut point
• Keeps the discharge end cleaner and more uniform

What’s not included:
• Rerouting downspouts or changing discharge location
• Adding extensions, splash blocks, or underground drains
• Repairing crushed downspout sections above the cut
• Gutter cleaning or downspout clearing

Just so you know:
Priced per downspout end. Once a downspout is cut shorter, changing the length later requires additional parts/work.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_60dc2e10714a4b588cbe8f343c375ba6",30.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Downspout Elbow Replacement – Ground Level,"A cracked or smashed elbow can dump water where you don’t want it. We replace the elbow, trim for fit, and paint it to blend with the downspout.

What we do:
• Remove the damaged downspout elbow
• Trim/cut for proper fit as needed
• Install a new plastic elbow (customer-provided or approved equivalent)
• Prep and paint the elbow to match the existing downspout

Why it’s worth it:
• Directs water away more predictably at the base
• Reduces leaks and splashing at the elbow connection
• Improves appearance with paint to blend

What’s not included:
• Replacing vertical downspout runs or gutter outlets
• Underground drain work or extensions beyond the elbow
• Repainting the full downspout or gutter system
• Repairs to landscaping or concrete from previous drainage issues

Just so you know:
Priced per elbow. Paint is best-match and may look slightly different until it fully cures and weathers.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_fb96505ef9124aa78b1b1d59f8667cff",60.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Cleaning,,,Extensive Gutter Cleaning w/Guards,"If your gutters are protected but still backing up or just very dirty, the guards will need to come off so we can clear everything underneath. We’ll remove the existing guards, clean the gutters properly, then reinstall the guards when we’re done.

What we do:
• Remove existing gutter guards (as needed for access)
• Clear debris from inside the gutters by hand/blower
• Flush gutters and downspouts as needed to confirm flow
• Reinstall the existing guards and secure them back in place
• Bag and haul off loosened debris from the work area

Why it’s worth it:
• Stops overflow caused by buildup under the guards
• Helps gutters and downspouts drain the way they should
• Reduces leak risk at seams and corners from standing water
• Extends the time between cleanings on guarded systems

What’s not included:
• Cleaning the outside faces of gutters
• Repairing broken guards, clips, fasteners, or damaged gutter sections
• Replacing guards or upgrading to a new guard system
• Roof debris removal beyond what falls during guard removal
• Window cleaning (nearby windows may get splashed during flushing)

Just so you know:
Priced per linear foot, with additional labor when guards must be fully removed and reinstalled. Guard removal/reinstall time depends on guard type, fastener condition, and roofline access.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_324d98557cd74ab392a15a1acd6f837a",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Repairs,,,Reattach Drip Edge & Secure Gutter – Hanger/Screw Re-Fasten,"If your gutter is sagging or pulling away, we’ll reattach the drip edge where needed and re-secure the gutter to the fascia so it sits tight and drains the way it should.

What we do:
• Reattach loose drip edge sections at the gutter line
• Re-seat gutter and re-secure to fascia with screws where needed
• Refasten/replace loose gutter hangers (minor hardware as needed)
• Check for proper slope and obvious gaps along the repaired section
• Clean up any debris created during the work

Why it’s worth it:
• Reduces dripping and overflow behind the gutter
• Helps prevent fascia rot and water staining
• Stops sagging sections from getting worse
• Improves drainage and keeps seams under less stress

What’s not included:
• Full gutter cleaning or downspout clearing
• Sealed seam repairs or leak troubleshooting beyond the worked area
• Replacing damaged fascia/rafters/drip edge over large sections
• Gutter guard install or guard removal
• Exterior gutter face cleaning

Just so you know:
Pricing is typically per linear foot (or by the section). If the fascia wood is soft/rotted or the drip edge is damaged, we can’t anchor into it until that’s addressed.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_344b4f7fab7c43558dd1486c938d5861",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Gutter Guards,,,Gutter Guard Install w/Cleaning (Customer Provided),"We will install the guards you provided after cleaning your gutters

What we do:
• Remove gutter debris by hand or blower
• Flush gutters and downspouts as needed to confirm flow
• Inspect the provided guards for obvious fit issues before starting
• Prep the gutter edge so the guards sit flat
• Cut and install guards to match gutter runs and corners
• Secure the guards based on their design and your roof/gutter edge

Why it’s worth it:
• Clears existing buildup so water flows correctly right away
• Helps reduce how often gutters clog up moving forward
• Lowers overflow risk during heavy rain

What’s not included:
• Removal of existing/old guards
• Gutter repairs, seam sealing, or re-leveling
• Cleaning the outside faces of gutters
• Replacing missing/incorrect guard parts or hardware

Just so you know:
Pricing is per linear foot (LF). Customer-provided guards must be complete (enough pieces, fasteners, and correct size). If the product doesn’t fit or parts are missing, we’ll stop and let you know before going further.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ebb0cc4a257f44f7b95ef2a4ea6b233d",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Warranty Work,,,Service Guarantee Return Visit (No Charge),"If something we cleaned or installed isn’t holding up the way it should, we’ll come back out and make it right at no charge.

What we do:
• Review the original service notes and your concern
• Re-clean or re-check the specific area related to the original visit
• Touch up missed spots within the original scope
• Confirm drainage/flow or performance before we leave

Why it’s worth it:
• Saves you from paying twice for the same issue
• Gets the result back to the original standard
• Keeps small problems from turning into a bigger service call

What’s not included:
• New areas that weren’t part of the original service
• Repairs, replacements, or upgrades
• Exterior faces of gutters
• Full window cleaning if windows were splashed during gutter work

Just so you know:
This is a per-visit return service at no charge when it’s tied to the original scope. It doesn’t cover new issues, add-ons, or unrelated work discovered after the first appointment.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_63c6595c9cf54751afd4c204714256c9",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Pressure Washing,,,Front Porch/Walkway Pressure Washing – Moss/Algae Treatment,"We’ll clean your front porch surfaces and apply a moss/algae treatment to slow regrowth in damp or shaded areas.

What we do:
• Clear loose debris from the porch area
• Pre-treat moss/algae buildup where needed
• Pressure wash flat surfaces and steps/walkways in the porch zone
• Rinse down surrounding edges and tidy up the work area
• Apply a moss/algae treatment to help reduce future growth

Why it’s worth it:
• Reduces slippery green buildup on walking surfaces
• Helps slow regrowth in problem spots
• Makes regular upkeep easier between cleanings

What’s not included:
• Washing siding or walls (flatwork only)
• Sealing or coating the surface
• Deep stain removal (rust, paint, or heavy oil)
• Repairs to concrete, pavers, or mortar joints
• Movement of fragile items

Just so you know:
Pricing is per square foot. Treatment helps slow new growth, but regrowth can still happen depending on shade, moisture, and surface type.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ea56ab7b7a9e4c1bafac7128c168ea5b",100.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Cleaning,,,Gutter Cleaning w/Patio Cover (Roof & Downspouts),"We’ll clear leaves, pine needles, and roof debris from your gutters and downspouts so rainwater drains away from your home and patio cover properly. 

What we do:
• Remove all gutter debris by hand or blower
• Flush gutters and downspouts (as needed) to confirm flow
• Quick visual check for obvious clogs or disconnected sections
• Clean up the work area before we leave
• Take before/after pictures of the roof and gutters

Why it’s worth it:
• Prevents overflow that can damage fascia, siding, and foundations
• Reduces the chance of roof leaks during heavy rain
• Stays ahead of costly repairs by removing buildup
• Prevents damage to gutters themselves
• Keeps water flowing
• You are able to see a part of your home that normally goes unnoticed

What’s not included:
• Cleaning the outside faces of gutters (separate service)
• Repairs or gutter guard installation

Just so you know:
Gutter cleaning can get messy and nearby windows may get splashed—we always clean up after ourselves, but window cleaning isn’t included. Pricing typically depends on sq ft of building

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_e32599d9245e47728ee83d607c50f61b",250.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Pressure Washing,,,Driveway Moss Treatment & Pressure Washing,"We treat moss/algae to slow regrowth, then pressure wash to thoroughly clean the driveway surface and lift dirt, grime, and buildup.

What we do:
• Apply a moss/algae treatment to target organic growth
• Allow proper dwell time before rinsing
• Pressure wash the driveway to remove surface dirt and buildup
• Rinse down edges and clean up loosened debris

Why it’s worth it:
• Cleans the driveway surface, not just the moss
• Reduces slippery areas caused by organic growth
• Helps brighten concrete and improve curb appeal
• Slows regrowth compared to pressure washing alone

What’s not included:
• Pressure washing walls, siding, or the house
• Rust removal or specialty stain removal
• Crack repair, patching, or sealing
• Guaranteed oil stain removal (often improves, but results vary)
• Removing heavy items (planters, vehicles, stored materials)

Just so you know:
Priced per square foot. We can improve most buildup and organic staining, but some deep stains may remain depending on the surface condition and age.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_3e023eb3f937451699bfe7f1bde9b7e8",200.00,0.00,FALSE,1,,FALSE
